Market,AREA,A_MEAN,A_MEAN_ME,A_MEAN_SE,A_MEDIAN,A_MEDIAN_ME,A_MEDIAN_SE,EMP_PRSE,JOBS_1000,JOBS_1000_ME,JOBS_1000_SE,MEAN_PRSE,OCC_CODE,OCC_TITLE,PRIM_STATE,TOT_EMP,TOT_EMP_ME,TOT_EMP_SE,YEAR
"Buffalo-Niagara Falls, NY",15380,65530.0,2825.6536,1441.66,62930.0,3541.39165688,1806.832478,8.1,24.815,3.9396294000000003,2.010015,2.2,15-0000,Computer and Mathematical Occupations,NY,13220.0,2098.8071999999997,1070.82,2012
"Elmira, NY",21300,58410.0,3548.9916,1810.71,54780.0,4447.951172280001,2269.3628430000003,12.5,7.338,1.7978099999999997,0.9172499999999999,3.1,15-0000,Computer and Mathematical Occupations,NY,280.0,68.6,35.0,2012
"Glens Falls, NY",24020,59930.0,4111.198,2097.55,54890.0,5152.5644534,2628.8594150000004,8.5,6.493,1.0817337999999999,0.551905,3.5,15-0000,Computer and Mathematical Occupations,NY,340.0,56.644,28.9,2012
"Ithaca, NY",27060,65810.0,3998.6155999999996,2040.11,62230.0,5011.464931480001,2556.8698630000004,26.8,19.485,10.235080799999999,5.221979999999999,3.1,15-0000,Computer and Mathematical Occupations,NY,960.0,504.26879999999994,257.28,2012
"Kingston, NY",28740,62030.0,3525.7852,1798.87,58160.0,4418.86659116,2254.523771,8.8,10.15,1.7506720000000002,0.8932000000000001,2.9,15-0000,Computer and Mathematical Occupations,NY,580.0,100.0384,51.04,2012
"Nassau-Suffolk, NY Metropolitan Division",35004,79130.0,2636.6116,1345.21,73350.0,3304.46531828,1685.951693,3.6,16.672,1.1763763200000001,0.6001920000000001,1.7,15-0000,Computer and Mathematical Occupations,NY,20390.0,1438.7184,734.04,2012
"New York-White Plains-Wayne, NY-NJ Metropolitan Division",35644,92270.0,1446.7936,738.16,87290.0,1813.2664188800002,925.1359280000001,2.0,30.821,1.2081832000000001,0.6164200000000001,0.8,15-0000,Computer and Mathematical Occupations,NY,158950.0,6230.84,3179.0,2012
"Poughkeepsie-Newburgh-Middletown, NY",39100,80770.0,3957.73,2019.25,78190.0,4960.223008999999,2530.726025,28.4,21.164,11.78072896,6.0105759999999995,2.5,15-0000,Computer and Mathematical Occupations,NY,5130.0,2855.5632,1456.92,2012
"Rochester, NY",40380,67680.0,2387.7504,1218.24,64280.0,2992.56757632,1526.8201920000001,5.4,30.305,3.2074812,1.63647,1.8,15-0000,Computer and Mathematical Occupations,NY,14950.0,1582.308,807.3,2012
"Syracuse, NY",45060,66980.0,2625.616,1339.6,62630.0,3290.6845328,1678.92068,7.8,19.645,3.0033275999999995,1.5323099999999998,2.0,15-0000,Computer and Mathematical Occupations,NY,5900.0,901.992,460.2,2012
"Utica-Rome, NY",46540,67550.0,3574.7459999999996,1823.85,62080.0,4480.229161800001,2285.8312050000004,10.9,16.952,3.6216252800000004,1.8477680000000003,2.7,15-0000,Computer and Mathematical Occupations,NY,2080.0,444.3712,226.72,2012
"Akron, OH",10420,66390.0,3903.732,1991.7,65210.0,4892.5473156,2496.19761,15.5,26.855,8.158548999999999,4.162525,3.0,15-0000,Computer and Mathematical Occupations,OH,8460.0,2570.1479999999997,1311.3,2012
"Canton-Massillon, OH",15940,61410.0,4694.180399999999,2394.99,57890.0,5883.2162953199995,3001.640967,13.7,10.869,2.9185438799999996,1.4890529999999997,3.9,15-0000,Computer and Mathematical Occupations,OH,1770.0,475.2804,242.49,2012
"Cincinnati-Middletown, OH-KY-IN",17140,72870.0,1856.7276,947.31,70010.0,2327.03670108,1187.263623,3.7,29.056,2.10714112,1.075072,1.3,15-0000,Computer and Mathematical Occupations,OH,28510.0,2067.5451999999996,1054.87,2012
"Cleveland-Elyria-Mentor, OH",17460,68640.0,1614.4127999999998,823.68,67180.0,2023.3435622400002,1032.318144,4.7,27.686,2.55043432,1.301242,1.2,15-0000,Computer and Mathematical Occupations,OH,27530.0,2536.0636,1293.91,2012
"Columbus, OH",18140,74480.0,1897.7504,968.24,74970.0,2378.45057632,1213.495192,6.4,41.821,5.246026240000001,2.6765440000000003,1.3,15-0000,Computer and Mathematical Occupations,OH,38240.0,4796.8256,2447.36,2012
"Dayton, OH",19380,72550.0,3128.3559999999998,1596.1,70060.0,3920.7685748000004,2000.3921300000002,4.9,33.793,3.24547972,1.6558570000000001,2.2,15-0000,Computer and Mathematical Occupations,OH,12420.0,1192.8168,608.58,2012
"Lima, OH",30620,58310.0,4342.928800000001,2215.78,56350.0,5442.99266504,2777.0370740000003,9.4,5.422,0.99894928,0.509668,3.8,15-0000,Computer and Mathematical Occupations,OH,260.0,47.9024,24.44,2012
"Mansfield, OH",31900,65240.0,4859.075199999999,2479.12,64620.0,6089.878948160001,3107.0810960000003,27.2,11.31,6.0295872,3.07632,3.8,15-0000,Computer and Mathematical Occupations,OH,570.0,303.8784,155.04,2012
"Sandusky, OH",41780,56520.0,3877.272,1978.2,55350.0,4859.3849976,2479.27806,21.7,7.774,3.3064376799999997,1.686958,3.5,15-0000,Computer and Mathematical Occupations,OH,280.0,119.08959999999999,60.76,2012
"Springfield, OH",44220,72510.0,8385.0564,4278.09,69030.0,10508.991186120002,5361.730197000001,43.6,15.527,13.268753120000001,6.769772000000001,5.9,15-0000,Computer and Mathematical Occupations,OH,740.0,632.3743999999999,322.64,2012
"Toledo, OH",45780,60620.0,2019.8583999999998,1030.54,58420.0,2531.48853272,1291.5757820000001,5.8,12.017,1.36609256,0.696986,1.7,15-0000,Computer and Mathematical Occupations,OH,3500.0,397.88,203.0,2012
"Youngstown-Warren-Boardman, OH-PA",49660,55520.0,2829.2992,1443.52,52200.0,3545.96068736,1809.163616,7.2,9.752,1.3762022400000002,0.7021440000000001,2.6,15-0000,Computer and Mathematical Occupations,OH,2130.0,300.5856,153.36,2012
"Lawton, OK",30020,67040.0,4730.3424,2413.44,61320.0,5928.53812992,3024.764352,22.7,17.427,7.753620839999999,3.955929,3.6,15-0000,Computer and Mathematical Occupations,OK,710.0,315.8932,161.17,2012
"Oklahoma City, OK",36420,62380.0,3056.62,1559.5,58180.0,3830.861846,1954.52135,4.3,19.781,1.6671426799999998,0.8505829999999999,2.5,15-0000,Computer and Mathematical Occupations,OK,11550.0,973.434,496.65,2012
"Tulsa, OK",46140,64160.0,2640.8255999999997,1347.36,59940.0,3309.74672448,1688.6462880000001,7.0,17.573,2.4110156,1.23011,2.1,15-0000,Computer and Mathematical Occupations,OK,7280.0,998.816,509.6,2012
"Bend, OR",13460,65210.0,4984.6524,2543.19,57770.0,6247.2648529200005,3187.380027,10.8,15.996,3.3860332800000004,1.7275680000000002,3.9,15-0000,Computer and Mathematical Occupations,OR,960.0,203.21280000000002,103.68,2012
"Corvallis, OR",18700,80360.0,9450.336000000001,4821.6,76830.0,11844.1061088,6042.91128,34.3,49.148,33.04121744,16.857764,6.0,15-0000,Computer and Mathematical Occupations,OR,1640.0,1102.5392,562.52,2012
"Eugene-Springfield, OR",21660,64980.0,2547.216,1299.6,64130.0,3192.4258128,1628.78868,15.9,24.79,7.7255556,3.94161,2.0,15-0000,Computer and Mathematical Occupations,OR,3380.0,1053.3431999999998,537.42,2012
"Medford, OR",32780,62050.0,4378.2480000000005,2233.8,58280.0,5487.258218400001,2799.6215400000006,9.3,15.83,2.8854924000000004,1.4721900000000003,3.6,15-0000,Computer and Mathematical Occupations,OR,1170.0,213.2676,108.81,2012
"Portland-Vancouver-Beaverton, OR-WA",38900,78900.0,3402.1679999999997,1735.8,75350.0,4263.9371544000005,2175.47814,4.8,32.175,3.0270239999999995,1.5443999999999998,2.2,15-0000,Computer and Mathematical Occupations,OR,32280.0,3036.9024,1549.44,2012
"Salem, OR",41420,66620.0,2219.7783999999997,1132.54,65090.0,2782.0482687200006,1419.4123820000002,4.9,22.113,2.12373252,1.083537,1.7,15-0000,Computer and Mathematical Occupations,OR,3140.0,301.5656,153.86,2012
"Allentown-Bethlehem-Easton, PA-NJ",10900,78000.0,6420.96,3276.0,72110.0,8047.389168000001,4105.8108,9.3,20.01,3.6474228,1.8609300000000002,4.2,15-0000,Computer and Mathematical Occupations,PA,6750.0,1230.39,627.7500000000001,2012
"Altoona, PA",11020,53370.0,5125.6548,2615.13,51510.0,6423.983160840001,3277.5424290000005,9.0,9.423,1.6622172,0.84807,4.9,15-0000,Computer and Mathematical Occupations,PA,540.0,95.256,48.6,2012
"Erie, PA",21500,59480.0,3380.8432000000003,1724.92,56180.0,4237.210782560001,2161.8422360000004,7.5,8.675,1.275225,0.650625,2.9,15-0000,Computer and Mathematical Occupations,PA,1110.0,163.17,83.25,2012
"Harrisburg-Carlisle, PA",25420,69980.0,2606.0552,1329.62,68640.0,3266.16898216,1666.412746,3.2,38.669,2.42531968,1.2374079999999998,1.9,15-0000,Computer and Mathematical Occupations,PA,11890.0,745.7408,380.48,2012
"Johnstown, PA",27780,62810.0,7263.3484,3705.79,58510.0,9103.15454972,4644.466607,6.6,11.998,1.5520612799999998,0.7918679999999999,5.9,15-0000,Computer and Mathematical Occupations,PA,670.0,86.6712,44.22,2012
"Lancaster, PA",29540,64850.0,3686.074,1880.65,61480.0,4619.7565442000005,2357.018645,10.2,11.091,2.2173127199999993,1.1312819999999997,2.9,15-0000,Computer and Mathematical Occupations,PA,2450.0,489.80400000000003,249.9,2012
"Lebanon, PA",30140,57100.0,5148.1359999999995,2626.6,57890.0,6452.158848800002,3291.9177800000007,7.5,7.516,1.104852,0.5637,4.6,15-0000,Computer and Mathematical Occupations,PA,370.0,54.39,27.75,2012
"Philadelphia, PA Metropolitan Division",37964,83420.0,2125.5416,1084.46,80440.0,2663.9412872800003,1359.1537180000003,3.1,32.463,1.9724518800000002,1.006353,1.3,15-0000,Computer and Mathematical Occupations,PA,59180.0,3595.7767999999996,1834.58,2012
"Pittsburgh, PA",38300,70550.0,1659.336,846.6,67920.0,2079.6458088000004,1061.0437800000002,3.8,28.112,2.0937817599999997,1.0682559999999999,1.2,15-0000,Computer and Mathematical Occupations,PA,31690.0,2360.2712,1204.22,2012
"Reading, PA",39740,67730.0,4248.0256,2167.36,65270.0,5324.050484480001,2716.3522880000005,9.3,13.748,2.50598544,1.278564,3.2,15-0000,Computer and Mathematical Occupations,PA,2250.0,410.13,209.25,2012
"Scranton--Wilkes-Barre, PA",42540,66040.0,3753.7136,1915.16,66490.0,4704.529254880001,2400.2700280000004,10.7,13.902,2.91552744,1.487514,2.9,15-0000,Computer and Mathematical Occupations,PA,3490.0,731.9228,373.43,2012
"State College, PA",44300,62150.0,6699.7699999999995,3418.25,55450.0,8396.821741000002,4284.092725,6.9,19.386,2.62176264,1.337634,5.5,15-0000,Computer and Mathematical Occupations,PA,1280.0,173.10719999999998,88.32,2012
"Williamsport, PA",48700,60410.0,7814.6376,3987.06,55560.0,9794.08530408,4996.982298,11.5,9.053,2.0405462,1.041095,6.6,15-0000,Computer and Mathematical Occupations,PA,480.0,108.19200000000001,55.2,2012
"York-Hanover, PA",49620,70910.0,3474.59,1772.75,66530.0,4354.703647,2221.7875750000003,13.0,11.537,2.9396276000000006,1.4998100000000003,2.5,15-0000,Computer and Mathematical Occupations,PA,2010.0,512.148,261.3,2012
"Aguadilla-Isabela-San Sebastian, PR",10380,43260.0,8139.8016,4152.96,35100.0,10201.61334528,5204.904768,13.0,7.856,2.0017088,1.02128,9.6,15-0000,Computer and Mathematical Occupations,PR,330.0,84.08399999999999,42.9,2012
"Fajardo, PR",21940,41300.0,3156.972,1610.7,39130.0,3956.6330076000004,2018.6903100000002,29.6,7.036,4.08200576,2.082656,3.9,15-0000,Computer and Mathematical Occupations,PR,90.0,52.2144,26.64,2012
"Guayama, PR",25020,65620.0,12861.52,6562.0,54610.0,16119.343016000003,8224.154600000002,4.0,4.884,0.3829056,0.19536,10.0,15-0000,Computer and Mathematical Occupations,PR,60.0,4.704,2.4,2012
"Mayaguez, PR",32420,35120.0,2271.5616,1158.96,29910.0,2846.94815328,1452.524568,14.1,7.061,1.9513779599999999,0.995601,3.3,15-0000,Computer and Mathematical Occupations,PR,210.0,58.035599999999995,29.61,2012
"Ponce, PR",38660,38980.0,5730.0599999999995,2923.5,33370.0,7181.484198,3664.02255,9.6,7.332,1.37958912,0.7038719999999999,7.5,15-0000,Computer and Mathematical Occupations,PR,390.0,73.38239999999999,37.44,2012
"San German-Cabo Rojo, PR",41900,29540.0,2894.92,1477.0,26300.0,3628.203236,1851.1241,17.4,2.58,0.8798832,0.44892,5.0,15-0000,Computer and Mathematical Occupations,PR,50.0,17.052,8.7,2012
"San Juan-Caguas-Guaynabo, PR",41980,42420.0,1330.2912000000001,678.72,37790.0,1667.2539609599999,850.639776,3.2,11.361,0.7125619200000001,0.36355200000000004,1.6,15-0000,Computer and Mathematical Occupations,PR,8370.0,524.9663999999999,267.84,2012
"Providence-Fall River-Warwick, RI-MA",77200,77930.0,3207.5987999999998,1636.53,75510.0,4020.0835760400005,2051.0630490000003,5.6,24.218,2.65816768,1.356208,2.1,15-0000,Computer and Mathematical Occupations,RI,13040.0,1431.2703999999999,730.24,2012
"Anderson, SC",11340,54030.0,3388.7616,1728.96,51930.0,4247.134913280001,2166.905568,5.5,5.971,0.6436738,0.328405,3.2,15-0000,Computer and Mathematical Occupations,SC,340.0,36.652,18.7,2012
"Charleston-North Charleston, SC",16700,64960.0,3183.04,1624.0,62950.0,3989.304032,2035.3592,3.5,23.03,1.579858,0.80605,2.5,15-0000,Computer and Mathematical Occupations,SC,6720.0,460.99199999999996,235.2,2012
"Columbia, SC",17900,64930.0,3181.57,1623.25,62490.0,3987.461681,2034.419225,3.3,24.163,1.56286284,0.797379,2.5,15-0000,Computer and Mathematical Occupations,SC,8210.0,531.0228,270.93,2012
"Florence, SC",22500,53960.0,2432.5168,1241.08,50160.0,3048.67330544,1555.445564,20.0,16.991,6.660472,3.3982,2.3,15-0000,Computer and Mathematical Occupations,SC,1350.0,529.2,270.0,2012
"Greenville, SC",24860,64070.0,3390.5844,1729.89,60470.0,4249.419428520001,2168.0711370000004,4.8,21.746,2.0458636799999996,1.0438079999999998,2.7,15-0000,Computer and Mathematical Occupations,SC,6490.0,610.5791999999999,311.52,2012
"Myrtle Beach-Conway-North Myrtle Beach, SC",34820,53090.0,2913.5792,1486.52,51940.0,3651.5888113600004,1863.0555160000001,5.7,6.727,0.7515404400000001,0.38343900000000003,2.8,15-0000,Computer and Mathematical Occupations,SC,740.0,82.6728,42.18,2012
"Spartanburg, SC",43900,59790.0,3046.8984,1554.54,58240.0,3818.67776472,1948.304982,14.2,13.943,3.8806157599999995,1.9799059999999997,2.6,15-0000,Computer and Mathematical Occupations,SC,1610.0,448.0952,228.62,2012
"Sumter, SC",44940,65780.0,6962.155199999999,3552.12,62380.0,8725.669112160002,4451.871996000001,30.6,11.128,6.674129280000001,3.4051680000000006,5.4,15-0000,Computer and Mathematical Occupations,SC,380.0,227.90879999999999,116.28,2012
"Rapid City, SD",39660,55850.0,2517.718,1284.55,52560.0,3155.4559693999995,1609.9265149999999,3.7,12.138,0.88024776,0.449106,2.3,15-0000,Computer and Mathematical Occupations,SD,730.0,52.9396,27.01,2012
"Sioux Falls, SD",43620,58970.0,1733.7179999999998,884.55,55160.0,2172.8687694000005,1108.6065150000002,2.4,24.585,1.1564784,0.59004,1.5,15-0000,Computer and Mathematical Occupations,SD,3380.0,158.9952,81.12,2012
"Chattanooga, TN-GA",16860,68570.0,1881.5608,959.98,68610.0,2358.16015064,1203.1429340000002,7.2,15.678,2.21247936,1.128816,1.4,15-0000,Computer and Mathematical Occupations,TN,3540.0,499.5648,254.88,2012
"Clarksville, TN-KY",17300,60890.0,2625.5768,1339.58,60550.0,3290.63540344,1678.895614,19.1,12.054,4.512535440000001,2.3023140000000004,2.2,15-0000,Computer and Mathematical Occupations,TN,980.0,366.8728,187.18,2012
"Cleveland, TN",17420,60850.0,9422.014,4807.15,52050.0,11808.610146199999,6024.801095,22.0,12.832,5.5331584000000005,2.82304,7.9,15-0000,Computer and Mathematical Occupations,TN,480.0,206.976,105.6,2012
"Jackson, TN",27180,54710.0,3109.7164,1586.59,52120.0,3897.4075641200006,1988.4732470000004,6.0,6.367,0.7487592,0.38201999999999997,2.9,15-0000,Computer and Mathematical Occupations,TN,370.0,43.512,22.2,2012
"Johnson City, TN",27740,62120.0,4504.9424,2298.44,56560.0,5646.04430992,2880.634852,19.4,10.31,3.9202744,2.00014,3.7,15-0000,Computer and Mathematical Occupations,TN,810.0,307.9944,157.14,2012
"Kingsport-Bristol-Bristol, TN-VA",28700,63400.0,7083.048,3613.8,58790.0,8877.1840584,4529.17554,5.8,12.042,1.3689345599999998,0.698436,5.7,15-0000,Computer and Mathematical Occupations,TN,1400.0,159.15200000000002,81.2,2012
"Knoxville, TN",28940,66710.0,3138.0384,1601.04,63820.0,3932.90352672,2006.5834320000001,3.6,16.283,1.1489284800000001,0.586188,2.4,15-0000,Computer and Mathematical Occupations,TN,5330.0,376.0848,191.88,2012
"Memphis, TN-MS-AR",32820,71870.0,2112.978,1078.05,71950.0,2648.1953274,1351.120065,8.1,17.713,2.81211588,1.434753,1.5,15-0000,Computer and Mathematical Occupations,TN,10470.0,1662.2172,848.07,2012
"Morristown, TN",34100,53680.0,5891.9168,3006.08,46490.0,7384.339325440001,3767.5200640000003,17.7,6.209,2.1540262799999996,1.0989929999999999,5.6,15-0000,Computer and Mathematical Occupations,TN,280.0,97.1376,49.56,2012
"Nashville-Davidson--Murfreesboro, TN",34980,67420.0,2378.5776,1213.56,65120.0,2981.07130608,1520.9547479999999,3.5,23.465,1.609699,0.821275,1.8,15-0000,Computer and Mathematical Occupations,TN,17490.0,1199.8139999999999,612.15,2012
"Abilene, TX",10180,51490.0,3330.3732,1699.17,47850.0,4173.956731560001,2129.569761,9.2,11.873,2.1409393599999995,1.0923159999999998,3.3,15-0000,Computer and Mathematical Occupations,TX,740.0,133.43679999999998,68.07999999999998,2012
"Amarillo, TX",11100,64150.0,4400.69,2245.25,59640.0,5515.384777,2813.971825,11.1,14.946,3.25165176,1.659006,3.5,15-0000,Computer and Mathematical Occupations,TX,1640.0,356.79839999999996,182.04,2012
"Austin-Round Rock, TX",12420,84120.0,3627.2544000000007,1850.6400000000003,80260.0,4546.037939520001,2319.4071120000003,3.6,56.5,3.9866400000000004,2.0340000000000003,2.2,15-0000,Computer and Mathematical Occupations,TX,45910.0,3239.4096,1652.76,2012
"Beaumont-Port Arthur, TX",13140,64450.0,5305.524,2706.9,57240.0,6649.4132291999995,3392.55777,9.6,7.569,1.42418304,0.7266239999999999,4.2,15-0000,Computer and Mathematical Occupations,TX,1190.0,223.91039999999998,114.24,2012
"Brownsville-Harlingen, TX",15180,54850.0,3440.192,1755.2,50620.0,4311.5926336,2199.79216,8.0,5.54,0.868672,0.4432,3.2,15-0000,Computer and Mathematical Occupations,TX,700.0,109.75999999999999,56.0,2012
"College Station-Bryan, TX",17780,55590.0,2941.8228,1500.93,49840.0,3686.9865152400007,1881.1155690000003,7.7,20.252,3.0564318399999997,1.5594039999999998,2.7,15-0000,Computer and Mathematical Occupations,TX,1880.0,283.7296,144.76,2012
"Corpus Christi, TX",18580,63480.0,3608.2032,1840.92,59500.0,4522.161070560001,2307.2250360000003,9.5,8.364,1.5573768000000003,0.7945800000000002,2.9,15-0000,Computer and Mathematical Occupations,TX,1520.0,283.024,144.4,2012
"Dallas-Plano-Irving, TX Metropolitan Division",19124,80440.0,2207.2736,1126.16,78450.0,2766.37600288,1411.4163280000002,2.5,45.33,2.22117,1.1332499999999999,1.4,15-0000,Computer and Mathematical Occupations,TX,95060.0,4657.94,2376.5,2012
"El Paso, TX",21340,58080.0,3642.7776,1858.56,55850.0,4565.493166079999,2329.333248,7.0,13.599,1.8657827999999999,0.9519299999999999,3.2,15-0000,Computer and Mathematical Occupations,TX,3750.0,514.5,262.5,2012
"Fort Worth-Arlington, TX Metropolitan Division",23104,76820.0,3312.4784,1690.04,74580.0,4151.52917872,2118.127132,8.7,23.821,4.061956919999999,2.072427,2.2,15-0000,Computer and Mathematical Occupations,TX,20950.0,3572.3939999999993,1822.6499999999996,2012
"Houston-Sugar Land-Baytown, TX",26420,82690.0,2106.9412,1074.97,77360.0,2640.6294059599995,1347.259901,4.1,26.486,2.1284149599999997,1.085926,1.3,15-0000,Computer and Mathematical Occupations,TX,69940.0,5620.3784,2867.54,2012
"Killeen-Temple-Fort Hood, TX",28660,66850.0,3275.65,1671.25,63230.0,4105.372144999999,2094.577625,8.6,19.661,3.3140581599999996,1.6908459999999998,2.5,15-0000,Computer and Mathematical Occupations,TX,2500.0,421.4,215.0,2012
"Laredo, TX",29700,59640.0,5727.8256,2922.36,53310.0,7178.68382448,3662.593788,14.6,8.131,2.3267669599999996,1.187126,4.9,15-0000,Computer and Mathematical Occupations,TX,730.0,208.89679999999998,106.58,2012
"Longview, TX",30980,58770.0,3225.2976,1645.56,54230.0,4042.2654820800003,2062.380348,8.9,7.8,1.360632,0.6942,2.8,15-0000,Computer and Mathematical Occupations,TX,770.0,134.3188,68.53,2012
"Lubbock, TX",31180,56710.0,3001.0932000000003,1531.17,52880.0,3761.2701075600003,1919.0153610000002,5.5,12.361,1.3325158,0.679855,2.7,15-0000,Computer and Mathematical Occupations,TX,1560.0,168.16799999999998,85.8,2012
"McAllen-Edinburg-Mission, TX",32580,53890.0,3274.3563999999997,1670.59,49830.0,4103.750876120001,2093.7504470000003,14.9,7.39,2.1581756,1.10111,3.1,15-0000,Computer and Mathematical Occupations,TX,1680.0,490.62719999999996,250.32,2012
"Midland, TX",33260,63490.0,3982.0928,2031.68,59350.0,4990.75690624,2546.304544,41.9,13.187,10.82969188,5.525353,3.2,15-0000,Computer and Mathematical Occupations,TX,1010.0,829.4524,423.19,2012
"Odessa, TX",36220,66610.0,5613.8908,2864.23,59830.0,7035.889339640001,3589.7394590000004,22.6,10.441,4.624945360000001,2.3596660000000003,4.3,15-0000,Computer and Mathematical Occupations,TX,710.0,314.5016,160.46,2012
"San Angelo, TX",41660,56630.0,3440.8388,1755.53,54890.0,4312.4032680400005,2200.205749,16.8,13.455,4.4304624,2.26044,3.1,15-0000,Computer and Mathematical Occupations,TX,600.0,197.56799999999998,100.8,2012
"San Antonio, TX",41700,73930.0,4057.2783999999997,2070.04,71070.0,5084.98701872,2594.3811320000004,6.3,27.929,3.4486729199999995,1.7595269999999998,2.8,15-0000,Computer and Mathematical Occupations,TX,24080.0,2973.3984,1517.04,2012
"Sherman-Denison, TX",43300,81010.0,13813.8252,7047.87,84390.0,17312.867123160002,8833.095471,40.8,16.95,13.554575999999999,6.9155999999999995,8.7,15-0000,Computer and Mathematical Occupations,TX,690.0,551.7792,281.52,2012
"Texarkana-Texarkana, TX-AR",45500,61160.0,4315.4496,2201.76,56980.0,5408.55298368,2759.465808,9.9,7.717,1.49740668,0.7639830000000001,3.6,15-0000,Computer and Mathematical Occupations,TX,420.0,81.4968,41.58,2012
"Tyler, TX",46340,58770.0,5183.514,2644.65,56500.0,6496.4980962,3314.5398450000002,22.1,14.7,6.367452,3.2487,4.5,15-0000,Computer and Mathematical Occupations,TX,1360.0,589.0976,300.56000000000006,2012
"Victoria, TX",47020,63340.0,6703.9056,3420.36,54650.0,8402.00488848,4286.737188,19.8,5.771,2.23960968,1.142658,5.4,15-0000,Computer and Mathematical Occupations,TX,290.0,112.5432,57.42,2012
"Waco, TX",47380,61020.0,2870.3808,1464.48,55880.0,3597.44825664,1835.432784,10.3,12.089,2.44052732,1.2451670000000001,2.4,15-0000,Computer and Mathematical Occupations,TX,1210.0,244.2748,124.63,2012
"Wichita Falls, TX",48660,58080.0,4325.7984,2207.04,55560.0,5421.523134720001,2766.0832320000004,16.2,8.96,2.8449792,1.4515200000000001,3.8,15-0000,Computer and Mathematical Occupations,TX,500.0,158.76,81.0,2012
"Logan, UT-ID",30860,52420.0,2157.6072,1100.82,51740.0,2704.1291037600004,1379.6577060000002,3.0,15.497,0.9112235999999999,0.46491,2.1,15-0000,Computer and Mathematical Occupations,UT,750.0,44.1,22.5,2012
"Ogden-Clearfield, UT",36260,72810.0,2996.8596,1529.01,71260.0,3755.96413668,1916.3082330000002,3.8,19.888,1.4812582399999998,0.755744,2.1,15-0000,Computer and Mathematical Occupations,UT,3930.0,292.7064,149.34,2012
"Provo-Orem, UT",39340,68750.0,2290.75,1168.75,67740.0,2870.996975,1464.794375,5.7,42.447,4.74217884,2.4194790000000004,1.7,15-0000,Computer and Mathematical Occupations,UT,7580.0,846.8376,432.06,2012
"St. George, UT",41100,58660.0,6323.548000000001,3226.3,52140.0,7925.3027084000005,4043.5217900000002,5.9,9.443,1.09198852,0.557137,5.5,15-0000,Computer and Mathematical Occupations,UT,450.0,52.038000000000004,26.55,2012
"Salt Lake City, UT",41620,70960.0,1808.0608,922.48,69050.0,2266.04260064,1156.144184,4.1,34.097,2.74003492,1.397977,1.3,15-0000,Computer and Mathematical Occupations,UT,21190.0,1702.8283999999996,868.7899999999998,2012
"Blacksburg-Christiansburg-Radford, VA",13980,64920.0,4326.268800000001,2207.28,55840.0,5422.11268704,2766.3840240000004,8.4,16.463,2.7104683200000004,1.3828920000000002,3.4,15-0000,Computer and Mathematical Occupations,VA,1040.0,171.2256,87.36,2012
"Charlottesville, VA",16820,74790.0,4690.8288,2393.28,71380.0,5879.0157350399995,2999.497824,8.8,35.7,6.157536,3.1416000000000004,3.2,15-0000,Computer and Mathematical Occupations,VA,3450.0,595.056,303.6,2012
"Danville, VA",19260,51600.0,3539.7599999999998,1806.0,47630.0,4436.381208,2263.4598,8.5,5.523,0.9201317999999999,0.46945499999999996,3.5,15-0000,Computer and Mathematical Occupations,VA,210.0,34.986000000000004,17.85,2012
"Harrisonburg, VA",25500,64480.0,5939.8976,3030.56,57050.0,7444.4736620799995,3798.200848,7.0,12.989,1.7820908,0.90923,4.7,15-0000,Computer and Mathematical Occupations,VA,750.0,102.89999999999999,52.5,2012
"Lynchburg, VA",31340,66020.0,3623.1776,1848.56,63440.0,4540.92848608,2316.800248,8.9,11.517,2.00902548,1.025013,2.8,15-0000,Computer and Mathematical Occupations,VA,1120.0,195.3728,99.68,2012
"Richmond, VA",40060,79080.0,2014.9584,1028.04,76760.0,2525.34736272,1288.442532,3.6,32.634,2.3026550400000003,1.174824,1.3,15-0000,Computer and Mathematical Occupations,VA,19520.0,1377.3312,702.72,2012
"Roanoke, VA",40220,66200.0,2724.792,1390.2,61320.0,3414.9818136000004,1742.3376600000001,9.8,18.458,3.54541264,1.808884,2.1,15-0000,Computer and Mathematical Occupations,VA,2730.0,524.3784,267.54,2012
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,73730.0,2023.1512,1032.22,71640.0,2535.61539896,1293.6813260000001,4.3,28.671,2.41639188,1.232853,1.4,15-0000,Computer and Mathematical Occupations,VA,20530.0,1730.2684,882.79,2012
"Winchester, VA-WV",49020,73420.0,5756.128000000001,2936.8,69050.0,7214.155222400001,3680.6914400000005,4.4,11.543,0.99546832,0.507892,4.0,15-0000,Computer and Mathematical Occupations,VA,610.0,52.6064,26.84,2012
"Burlington-South Burlington, VT",72400,70380.0,2896.8408,1477.98,66310.0,3630.6105746400003,1852.3523340000002,15.8,39.813,12.329289840000001,6.290454,2.1,15-0000,Computer and Mathematical Occupations,VT,4580.0,1418.3344,723.64,2012
"Bellingham, WA",13380,73030.0,7156.94,3651.5,68060.0,8969.792902000001,4576.4249500000005,19.0,19.29,7.183596,3.6651,5.0,15-0000,Computer and Mathematical Occupations,WA,1450.0,539.98,275.5,2012
