Occupation,OCC_CODE,OCC_GROUP,A_MEDIAN
Web Developers,15-1134,detailed,56640.0
Database Administrators,15-1141,detailed,73860.0
Network and Computer Systems Administrators,15-1142,detailed,69780.0
Computer Network Architects,15-1143,detailed,77060.0
Computer User Support Specialists,15-1151,detailed,53490.0
Computer Network Support Specialists,15-1152,detailed,57170.0
"Computer Occupations, All Other",15-1199,detailed,74110.0
Computer Systems Analysts,15-1121,detailed,70040.0
Computer Programmers,15-1131,detailed,75820.0
"Software Developers, Applications",15-1132,detailed,74420.0
Network and Computer Systems Administrators,15-1142,detailed,67330.0
Computer User Support Specialists,15-1151,detailed,42530.0
Computer Network Support Specialists,15-1152,detailed,59370.0
"Computer Occupations, All Other",15-1199,detailed,67610.0
Computer Systems Analysts,15-1121,detailed,88450.0
Information Security Analysts,15-1122,detailed,80730.0
Computer Programmers,15-1131,detailed,87120.0
"Software Developers, Applications",15-1132,detailed,82430.0
"Software Developers, Systems Software",15-1133,detailed,75350.0
Web Developers,15-1134,detailed,60620.0
Database Administrators,15-1141,detailed,86190.0
Network and Computer Systems Administrators,15-1142,detailed,71320.0
Computer Network Architects,15-1143,detailed,85310.0
Computer User Support Specialists,15-1151,detailed,39500.0
Computer Network Support Specialists,15-1152,detailed,62220.0
"Computer Occupations, All Other",15-1199,detailed,89420.0
Computer Programmers,15-1131,detailed,49230.0
Computer Network Architects,15-1143,detailed,38380.0
Computer User Support Specialists,15-1151,detailed,24950.0
Computer User Support Specialists,15-1151,detailed,19880.0
Computer User Support Specialists,15-1151,detailed,27890.0
Computer Systems Analysts,15-1121,detailed,34760.0
Computer Programmers,15-1131,detailed,36400.0
Network and Computer Systems Administrators,15-1142,detailed,36900.0
Computer User Support Specialists,15-1151,detailed,24040.0
Computer User Support Specialists,15-1151,detailed,18910.0
Computer Systems Analysts,15-1121,detailed,44040.0
Information Security Analysts,15-1122,detailed,43930.0
Computer Programmers,15-1131,detailed,45880.0
"Software Developers, Applications",15-1132,detailed,57830.0
"Software Developers, Systems Software",15-1133,detailed,55760.0
Web Developers,15-1134,detailed,36240.0
Database Administrators,15-1141,detailed,47510.0
Network and Computer Systems Administrators,15-1142,detailed,43840.0
Computer Network Architects,15-1143,detailed,78440.0
Computer User Support Specialists,15-1151,detailed,28410.0
Computer Network Support Specialists,15-1152,detailed,36320.0
"Computer Occupations, All Other",15-1199,detailed,67090.0
Actuaries,15-2011,detailed,56700.0
Operations Research Analysts,15-2031,detailed,50280.0
Statisticians,15-2041,detailed,35710.0
Computer and Information Research Scientists,15-1111,detailed,116650.0
Computer Systems Analysts,15-1121,detailed,95780.0
Information Security Analysts,15-1122,detailed,104080.0
Computer Programmers,15-1131,detailed,76890.0
"Software Developers, Applications",15-1132,detailed,92580.0
"Software Developers, Systems Software",15-1133,detailed,108900.0
Web Developers,15-1134,detailed,66530.0
Database Administrators,15-1141,detailed,93380.0
Network and Computer Systems Administrators,15-1142,detailed,87970.0
Computer Network Architects,15-1143,detailed,117760.0
Computer User Support Specialists,15-1151,detailed,55640.0
Computer Network Support Specialists,15-1152,detailed,50860.0
"Computer Occupations, All Other",15-1199,detailed,80570.0
Actuaries,15-2011,detailed,93910.0
Mathematicians,15-2021,detailed,78480.0
Operations Research Analysts,15-2031,detailed,87300.0
Statisticians,15-2041,detailed,79590.0
Computer Systems Analysts,15-1121,detailed,77330.0
Information Security Analysts,15-1122,detailed,86980.0
Computer Programmers,15-1131,detailed,72470.0
"Software Developers, Applications",15-1132,detailed,94800.0
"Software Developers, Systems Software",15-1133,detailed,81900.0
Web Developers,15-1134,detailed,77810.0
Database Administrators,15-1141,detailed,65640.0
Network and Computer Systems Administrators,15-1142,detailed,80950.0
Computer Network Architects,15-1143,detailed,78930.0
Computer User Support Specialists,15-1151,detailed,49630.0
Computer Network Support Specialists,15-1152,detailed,58330.0
"Computer Occupations, All Other",15-1199,detailed,93820.0
Statisticians,15-2041,detailed,66600.0
Computer Systems Analysts,15-1121,detailed,69530.0
Information Security Analysts,15-1122,detailed,73970.0
Computer Programmers,15-1131,detailed,74360.0
"Software Developers, Applications",15-1132,detailed,86260.0
"Software Developers, Systems Software",15-1133,detailed,70180.0
Web Developers,15-1134,detailed,67310.0
Database Administrators,15-1141,detailed,71330.0
Network and Computer Systems Administrators,15-1142,detailed,73430.0
Computer Network Architects,15-1143,detailed,82670.0
Computer User Support Specialists,15-1151,detailed,46200.0
Computer Network Support Specialists,15-1152,detailed,49860.0
Actuaries,15-2011,detailed,85880.0
Operations Research Analysts,15-2031,detailed,58520.0
Statisticians,15-2041,detailed,60190.0
Computer Systems Analysts,15-1121,detailed,67610.0
Computer Programmers,15-1131,detailed,58320.0
"Software Developers, Applications",15-1132,detailed,84680.0
"Software Developers, Systems Software",15-1133,detailed,80460.0
Network and Computer Systems Administrators,15-1142,detailed,67130.0
Computer User Support Specialists,15-1151,detailed,36720.0
Computer Network Support Specialists,15-1152,detailed,39170.0
Computer Systems Analysts,15-1121,detailed,77970.0
Information Security Analysts,15-1122,detailed,71610.0
Computer Programmers,15-1131,detailed,70850.0
"Software Developers, Applications",15-1132,detailed,79570.0
"Software Developers, Systems Software",15-1133,detailed,85030.0
Web Developers,15-1134,detailed,76040.0
Database Administrators,15-1141,detailed,66760.0
Network and Computer Systems Administrators,15-1142,detailed,65360.0
Computer Network Architects,15-1143,detailed,74700.0
Computer User Support Specialists,15-1151,detailed,45630.0
Computer Network Support Specialists,15-1152,detailed,47000.0
"Computer Occupations, All Other",15-1199,detailed,64540.0
Operations Research Analysts,15-2031,detailed,65770.0
Computer Systems Analysts,15-1121,detailed,75330.0
Network and Computer Systems Administrators,15-1142,detailed,62340.0
Computer Network Architects,15-1143,detailed,85260.0
Computer User Support Specialists,15-1151,detailed,48040.0
Computer Systems Analysts,15-1121,detailed,72180.0
Information Security Analysts,15-1122,detailed,104160.0
"Software Developers, Applications",15-1132,detailed,47790.0
Web Developers,15-1134,detailed,47140.0
Database Administrators,15-1141,detailed,55540.0
Network and Computer Systems Administrators,15-1142,detailed,71060.0
Computer Network Architects,15-1143,detailed,83120.0
Computer User Support Specialists,15-1151,detailed,31380.0
Computer Network Support Specialists,15-1152,detailed,57870.0
Computer Systems Analysts,15-1121,detailed,77300.0
Computer Programmers,15-1131,detailed,78340.0
"Software Developers, Applications",15-1132,detailed,87160.0
"Software Developers, Systems Software",15-1133,detailed,87180.0
Web Developers,15-1134,detailed,53940.0
Database Administrators,15-1141,detailed,54670.0
Network and Computer Systems Administrators,15-1142,detailed,49280.0
Computer Network Architects,15-1143,detailed,81350.0
Computer User Support Specialists,15-1151,detailed,43540.0
Computer Network Support Specialists,15-1152,detailed,47040.0
Computer Systems Analysts,15-1121,detailed,66290.0
"Software Developers, Applications",15-1132,detailed,90630.0
Network and Computer Systems Administrators,15-1142,detailed,57790.0
Computer User Support Specialists,15-1151,detailed,40420.0
Computer Network Support Specialists,15-1152,detailed,52580.0
Computer Systems Analysts,15-1121,detailed,80470.0
Information Security Analysts,15-1122,detailed,80530.0
Computer Programmers,15-1131,detailed,49570.0
"Software Developers, Applications",15-1132,detailed,76770.0
Web Developers,15-1134,detailed,54230.0
Database Administrators,15-1141,detailed,65340.0
Network and Computer Systems Administrators,15-1142,detailed,60450.0
Computer Network Architects,15-1143,detailed,98260.0
Computer User Support Specialists,15-1151,detailed,34290.0
Computer Network Support Specialists,15-1152,detailed,42750.0
"Computer Occupations, All Other",15-1199,detailed,76970.0
Computer Systems Analysts,15-1121,detailed,70730.0
Information Security Analysts,15-1122,detailed,90610.0
Computer Programmers,15-1131,detailed,55110.0
"Software Developers, Applications",15-1132,detailed,77140.0
"Software Developers, Systems Software",15-1133,detailed,85290.0
Web Developers,15-1134,detailed,58070.0
Database Administrators,15-1141,detailed,72760.0
Network and Computer Systems Administrators,15-1142,detailed,62520.0
Computer Network Architects,15-1143,detailed,96130.0
Computer User Support Specialists,15-1151,detailed,38180.0
Computer Network Support Specialists,15-1152,detailed,44910.0
"Computer Occupations, All Other",15-1199,detailed,79380.0
Computer Systems Analysts,15-1121,detailed,81820.0
Information Security Analysts,15-1122,detailed,90340.0
Computer Programmers,15-1131,detailed,84870.0
"Software Developers, Applications",15-1132,detailed,83400.0
"Software Developers, Systems Software",15-1133,detailed,86650.0
Web Developers,15-1134,detailed,62010.0
Database Administrators,15-1141,detailed,87710.0
Network and Computer Systems Administrators,15-1142,detailed,69380.0
Computer Network Architects,15-1143,detailed,82740.0
Computer User Support Specialists,15-1151,detailed,50570.0
Computer Network Support Specialists,15-1152,detailed,51510.0
"Computer Occupations, All Other",15-1199,detailed,60270.0
Actuaries,15-2011,detailed,88140.0
Operations Research Analysts,15-2031,detailed,63010.0
Statisticians,15-2041,detailed,85200.0
Computer Systems Analysts,15-1121,detailed,57230.0
Computer Programmers,15-1131,detailed,73950.0
"Software Developers, Applications",15-1132,detailed,90900.0
"Software Developers, Systems Software",15-1133,detailed,88780.0
Network and Computer Systems Administrators,15-1142,detailed,63110.0
Computer User Support Specialists,15-1151,detailed,44120.0
Computer Network Support Specialists,15-1152,detailed,54310.0
"Computer Occupations, All Other",15-1199,detailed,72030.0
Computer Systems Analysts,15-1121,detailed,54980.0
Network and Computer Systems Administrators,15-1142,detailed,55080.0
Computer User Support Specialists,15-1151,detailed,31820.0
"Computer Occupations, All Other",15-1199,detailed,41640.0
Computer Systems Analysts,15-1121,detailed,68140.0
Computer Programmers,15-1131,detailed,31830.0
Network and Computer Systems Administrators,15-1142,detailed,67040.0
Computer User Support Specialists,15-1151,detailed,43070.0
Computer Systems Analysts,15-1121,detailed,51140.0
Information Security Analysts,15-1122,detailed,85980.0
Computer Programmers,15-1131,detailed,71200.0
"Software Developers, Applications",15-1132,detailed,73150.0
"Software Developers, Systems Software",15-1133,detailed,63000.0
Network and Computer Systems Administrators,15-1142,detailed,75040.0
Computer Network Architects,15-1143,detailed,65500.0
Computer User Support Specialists,15-1151,detailed,40650.0
Computer Network Support Specialists,15-1152,detailed,52500.0
"Computer Occupations, All Other",15-1199,detailed,72040.0
Computer Systems Analysts,15-1121,detailed,86700.0
Computer Programmers,15-1131,detailed,74210.0
"Software Developers, Applications",15-1132,detailed,73530.0
Web Developers,15-1134,detailed,62110.0
Network and Computer Systems Administrators,15-1142,detailed,71920.0
Computer Network Architects,15-1143,detailed,82720.0
Computer User Support Specialists,15-1151,detailed,39350.0
"Computer Occupations, All Other",15-1199,detailed,52990.0
Operations Research Analysts,15-2031,detailed,58780.0
Computer and Information Research Scientists,15-1111,detailed,108720.0
Computer Systems Analysts,15-1121,detailed,73910.0
Information Security Analysts,15-1122,detailed,84570.0
Computer Programmers,15-1131,detailed,68200.0
"Software Developers, Applications",15-1132,detailed,84110.0
"Software Developers, Systems Software",15-1133,detailed,89950.0
Web Developers,15-1134,detailed,46310.0
Database Administrators,15-1141,detailed,71270.0
Network and Computer Systems Administrators,15-1142,detailed,74050.0
Computer Network Architects,15-1143,detailed,87410.0
Computer User Support Specialists,15-1151,detailed,39840.0
Computer Network Support Specialists,15-1152,detailed,53530.0
"Computer Occupations, All Other",15-1199,detailed,75820.0
Operations Research Analysts,15-2031,detailed,68610.0
Statisticians,15-2041,detailed,84540.0
Computer Systems Analysts,15-1121,detailed,67170.0
Information Security Analysts,15-1122,detailed,78080.0
Computer Programmers,15-1131,detailed,68230.0
"Software Developers, Applications",15-1132,detailed,85070.0
"Software Developers, Systems Software",15-1133,detailed,84760.0
Web Developers,15-1134,detailed,67100.0
Database Administrators,15-1141,detailed,71410.0
Network and Computer Systems Administrators,15-1142,detailed,75930.0
Computer Network Architects,15-1143,detailed,108530.0
Computer User Support Specialists,15-1151,detailed,46980.0
Computer Network Support Specialists,15-1152,detailed,53440.0
"Computer Occupations, All Other",15-1199,detailed,79440.0
Operations Research Analysts,15-2031,detailed,55860.0
Statisticians,15-2041,detailed,83950.0
Network and Computer Systems Administrators,15-1142,detailed,56730.0
Computer User Support Specialists,15-1151,detailed,43270.0
Computer Network Support Specialists,15-1152,detailed,52630.0
Computer and Information Research Scientists,15-1111,detailed,90060.0
Computer Systems Analysts,15-1121,detailed,74200.0
Information Security Analysts,15-1122,detailed,78640.0
Computer Programmers,15-1131,detailed,73930.0
"Software Developers, Applications",15-1132,detailed,92760.0
"Software Developers, Systems Software",15-1133,detailed,87360.0
Web Developers,15-1134,detailed,63900.0
Database Administrators,15-1141,detailed,87390.0
Network and Computer Systems Administrators,15-1142,detailed,81960.0
Computer Network Architects,15-1143,detailed,99130.0
Computer User Support Specialists,15-1151,detailed,48330.0
Computer Network Support Specialists,15-1152,detailed,57810.0
"Computer Occupations, All Other",15-1199,detailed,78100.0
Operations Research Analysts,15-2031,detailed,67480.0
Statisticians,15-2041,detailed,62560.0
Computer Systems Analysts,15-1121,detailed,60120.0
Computer Programmers,15-1131,detailed,83040.0
"Software Developers, Applications",15-1132,detailed,80470.0
Database Administrators,15-1141,detailed,75760.0
Network and Computer Systems Administrators,15-1142,detailed,63930.0
Computer Network Architects,15-1143,detailed,115730.0
Computer User Support Specialists,15-1151,detailed,39550.0
Computer Network Support Specialists,15-1152,detailed,51920.0
"Computer Occupations, All Other",15-1199,detailed,62120.0
Computer Systems Analysts,15-1121,detailed,70150.0
Information Security Analysts,15-1122,detailed,88160.0
Computer Programmers,15-1131,detailed,97200.0
"Software Developers, Applications",15-1132,detailed,71300.0
"Software Developers, Systems Software",15-1133,detailed,122140.0
Database Administrators,15-1141,detailed,65170.0
Network and Computer Systems Administrators,15-1142,detailed,70040.0
Computer User Support Specialists,15-1151,detailed,42150.0
Computer Network Support Specialists,15-1152,detailed,52130.0
"Computer Occupations, All Other",15-1199,detailed,88210.0
Operations Research Analysts,15-2031,detailed,60290.0
Computer and Information Research Scientists,15-1111,detailed,104040.0
Computer Systems Analysts,15-1121,detailed,85420.0
Information Security Analysts,15-1122,detailed,108250.0
Computer Programmers,15-1131,detailed,86040.0
"Software Developers, Applications",15-1132,detailed,107330.0
"Software Developers, Systems Software",15-1133,detailed,103030.0
Web Developers,15-1134,detailed,71360.0
Database Administrators,15-1141,detailed,91010.0
Network and Computer Systems Administrators,15-1142,detailed,86530.0
Computer Network Architects,15-1143,detailed,122530.0
Computer User Support Specialists,15-1151,detailed,46680.0
Computer Network Support Specialists,15-1152,detailed,59350.0
"Computer Occupations, All Other",15-1199,detailed,84470.0
Actuaries,15-2011,detailed,80110.0
Operations Research Analysts,15-2031,detailed,70170.0
Statisticians,15-2041,detailed,64610.0
Computer Systems Analysts,15-1121,detailed,79110.0
Information Security Analysts,15-1122,detailed,97870.0
Computer Programmers,15-1131,detailed,56420.0
"Software Developers, Applications",15-1132,detailed,95970.0
"Software Developers, Systems Software",15-1133,detailed,102310.0
Database Administrators,15-1141,detailed,62430.0
Network and Computer Systems Administrators,15-1142,detailed,69390.0
Computer User Support Specialists,15-1151,detailed,43950.0
Computer Network Support Specialists,15-1152,detailed,56130.0
"Computer Occupations, All Other",15-1199,detailed,73970.0
Computer Programmers,15-1131,detailed,60990.0
"Software Developers, Applications",15-1132,detailed,100830.0
Network and Computer Systems Administrators,15-1142,detailed,64650.0
Computer User Support Specialists,15-1151,detailed,36040.0
Computer Network Support Specialists,15-1152,detailed,44940.0
"Computer Occupations, All Other",15-1199,detailed,81800.0
Computer Systems Analysts,15-1121,detailed,69800.0
Computer Programmers,15-1131,detailed,70230.0
"Software Developers, Applications",15-1132,detailed,67740.0
"Software Developers, Systems Software",15-1133,detailed,67590.0
Web Developers,15-1134,detailed,54620.0
Database Administrators,15-1141,detailed,75370.0
Network and Computer Systems Administrators,15-1142,detailed,61400.0
Computer Network Architects,15-1143,detailed,81940.0
Computer User Support Specialists,15-1151,detailed,44520.0
Computer Network Support Specialists,15-1152,detailed,56830.0
"Computer Occupations, All Other",15-1199,detailed,74810.0
Operations Research Analysts,15-2031,detailed,49170.0
Computer Systems Analysts,15-1121,detailed,66480.0
Computer Programmers,15-1131,detailed,69500.0
"Software Developers, Applications",15-1132,detailed,80950.0
"Software Developers, Systems Software",15-1133,detailed,101150.0
Web Developers,15-1134,detailed,46760.0
Database Administrators,15-1141,detailed,68290.0
Network and Computer Systems Administrators,15-1142,detailed,73280.0
Computer Network Architects,15-1143,detailed,103280.0
Computer User Support Specialists,15-1151,detailed,42070.0
Computer Network Support Specialists,15-1152,detailed,51310.0
"Computer Occupations, All Other",15-1199,detailed,72040.0
Computer and Information Research Scientists,15-1111,detailed,95860.0
Computer Systems Analysts,15-1121,detailed,92650.0
Information Security Analysts,15-1122,detailed,89980.0
Computer Programmers,15-1131,detailed,84170.0
"Software Developers, Applications",15-1132,detailed,110550.0
"Software Developers, Systems Software",15-1133,detailed,107270.0
Web Developers,15-1134,detailed,74750.0
Database Administrators,15-1141,detailed,95500.0
Network and Computer Systems Administrators,15-1142,detailed,92120.0
Computer Network Architects,15-1143,detailed,118660.0
Computer User Support Specialists,15-1151,detailed,51880.0
Computer Network Support Specialists,15-1152,detailed,82770.0
"Computer Occupations, All Other",15-1199,detailed,98360.0
Actuaries,15-2011,detailed,111150.0
Operations Research Analysts,15-2031,detailed,81680.0
Statisticians,15-2041,detailed,85430.0
Miscellaneous Mathematical Science Occupations,15-2090,detailed,31620.0
Computer Systems Analysts,15-1121,detailed,71670.0
Information Security Analysts,15-1122,detailed,72490.0
Computer Programmers,15-1131,detailed,63380.0
"Software Developers, Applications",15-1132,detailed,80590.0
Web Developers,15-1134,detailed,59290.0
Database Administrators,15-1141,detailed,69290.0
Network and Computer Systems Administrators,15-1142,detailed,64820.0
Computer Network Architects,15-1143,detailed,99010.0
Computer User Support Specialists,15-1151,detailed,40270.0
Computer Network Support Specialists,15-1152,detailed,53570.0
"Computer Occupations, All Other",15-1199,detailed,72170.0
Operations Research Analysts,15-2031,detailed,55440.0
Computer and Information Research Scientists,15-1111,detailed,118890.0
Computer Systems Analysts,15-1121,detailed,90370.0
Information Security Analysts,15-1122,detailed,99160.0
Computer Programmers,15-1131,detailed,77790.0
"Software Developers, Applications",15-1132,detailed,106300.0
"Software Developers, Systems Software",15-1133,detailed,115400.0
Web Developers,15-1134,detailed,56590.0
Database Administrators,15-1141,detailed,87810.0
Network and Computer Systems Administrators,15-1142,detailed,84320.0
Computer Network Architects,15-1143,detailed,110030.0
Computer User Support Specialists,15-1151,detailed,46080.0
Computer Network Support Specialists,15-1152,detailed,69040.0
"Computer Occupations, All Other",15-1199,detailed,90300.0
Operations Research Analysts,15-2031,detailed,67900.0
Statisticians,15-2041,detailed,76650.0
Computer and Information Research Scientists,15-1111,detailed,121970.0
Computer Systems Analysts,15-1121,detailed,92810.0
Information Security Analysts,15-1122,detailed,99000.0
Computer Programmers,15-1131,detailed,86100.0
"Software Developers, Applications",15-1132,detailed,109430.0
"Software Developers, Systems Software",15-1133,detailed,110830.0
Web Developers,15-1134,detailed,72420.0
Database Administrators,15-1141,detailed,88530.0
Network and Computer Systems Administrators,15-1142,detailed,95460.0
Computer Network Architects,15-1143,detailed,112600.0
Computer User Support Specialists,15-1151,detailed,55820.0
Computer Network Support Specialists,15-1152,detailed,71380.0
"Computer Occupations, All Other",15-1199,detailed,94300.0
Actuaries,15-2011,detailed,85750.0
Mathematicians,15-2021,detailed,34410.0
Operations Research Analysts,15-2031,detailed,83650.0
Statisticians,15-2041,detailed,75720.0
Miscellaneous Mathematical Science Occupations,15-2090,detailed,75340.0
Computer Systems Analysts,15-1121,detailed,69980.0
Information Security Analysts,15-1122,detailed,67250.0
Computer Programmers,15-1131,detailed,80140.0
"Software Developers, Applications",15-1132,detailed,96700.0
"Software Developers, Systems Software",15-1133,detailed,88580.0
Web Developers,15-1134,detailed,53800.0
Database Administrators,15-1141,detailed,68480.0
Network and Computer Systems Administrators,15-1142,detailed,65430.0
Computer Network Architects,15-1143,detailed,102690.0
Computer User Support Specialists,15-1151,detailed,50460.0
Computer Network Support Specialists,15-1152,detailed,57340.0
"Computer Occupations, All Other",15-1199,detailed,76160.0
Operations Research Analysts,15-2031,detailed,89070.0
Computer Systems Analysts,15-1121,detailed,66100.0
Computer Programmers,15-1131,detailed,60080.0
"Software Developers, Applications",15-1132,detailed,99530.0
Network and Computer Systems Administrators,15-1142,detailed,68310.0
Computer User Support Specialists,15-1151,detailed,37530.0
Computer Network Support Specialists,15-1152,detailed,56480.0
"Computer Occupations, All Other",15-1199,detailed,69540.0
Computer Systems Analysts,15-1121,detailed,77470.0
Computer Programmers,15-1131,detailed,70460.0
"Software Developers, Applications",15-1132,detailed,100650.0
Network and Computer Systems Administrators,15-1142,detailed,64940.0
Computer User Support Specialists,15-1151,detailed,42490.0
Computer Network Support Specialists,15-1152,detailed,38700.0
Operations Research Analysts,15-2031,detailed,77880.0
Computer Systems Analysts,15-1121,detailed,63330.0
Information Security Analysts,15-1122,detailed,62100.0
Computer Programmers,15-1131,detailed,59650.0
"Software Developers, Applications",15-1132,detailed,64740.0
"Software Developers, Systems Software",15-1133,detailed,64530.0
Web Developers,15-1134,detailed,38060.0
Database Administrators,15-1141,detailed,49340.0
Network and Computer Systems Administrators,15-1142,detailed,63760.0
Computer Network Architects,15-1143,detailed,70920.0
Computer User Support Specialists,15-1151,detailed,41770.0
Computer Network Support Specialists,15-1152,detailed,57350.0
"Computer Occupations, All Other",15-1199,detailed,73060.0
Computer Systems Analysts,15-1121,detailed,60360.0
Information Security Analysts,15-1122,detailed,61020.0
Computer Programmers,15-1131,detailed,67890.0
"Software Developers, Applications",15-1132,detailed,66110.0
Web Developers,15-1134,detailed,46670.0
Database Administrators,15-1141,detailed,69660.0
Network and Computer Systems Administrators,15-1142,detailed,59090.0
Computer User Support Specialists,15-1151,detailed,34140.0
Computer Network Support Specialists,15-1152,detailed,40890.0
"Computer Occupations, All Other",15-1199,detailed,73980.0
Computer Systems Analysts,15-1121,detailed,78390.0
Computer Programmers,15-1131,detailed,68060.0
"Software Developers, Applications",15-1132,detailed,101530.0
Database Administrators,15-1141,detailed,84150.0
Network and Computer Systems Administrators,15-1142,detailed,90210.0
Computer User Support Specialists,15-1151,detailed,43900.0
Computer Network Support Specialists,15-1152,detailed,57960.0
"Computer Occupations, All Other",15-1199,detailed,30050.0
Computer Systems Analysts,15-1121,detailed,65690.0
Network and Computer Systems Administrators,15-1142,detailed,72040.0
Computer User Support Specialists,15-1151,detailed,44490.0
Computer Systems Analysts,15-1121,detailed,62610.0
Network and Computer Systems Administrators,15-1142,detailed,62130.0
Computer User Support Specialists,15-1151,detailed,40160.0
Computer Network Support Specialists,15-1152,detailed,40850.0
"Computer Occupations, All Other",15-1199,detailed,74260.0
Computer and Information Research Scientists,15-1111,detailed,102980.0
Computer Systems Analysts,15-1121,detailed,83820.0
Information Security Analysts,15-1122,detailed,86840.0
Computer Programmers,15-1131,detailed,80520.0
"Software Developers, Applications",15-1132,detailed,99150.0
"Software Developers, Systems Software",15-1133,detailed,114250.0
Web Developers,15-1134,detailed,63090.0
Database Administrators,15-1141,detailed,79460.0
Network and Computer Systems Administrators,15-1142,detailed,78610.0
Computer Network Architects,15-1143,detailed,118510.0
Computer User Support Specialists,15-1151,detailed,49700.0
Computer Network Support Specialists,15-1152,detailed,63190.0
"Computer Occupations, All Other",15-1199,detailed,82260.0
Actuaries,15-2011,detailed,100710.0
Operations Research Analysts,15-2031,detailed,88510.0
Statisticians,15-2041,detailed,74640.0
"Software Developers, Applications",15-1132,detailed,107510.0
Network and Computer Systems Administrators,15-1142,detailed,60760.0
Computer User Support Specialists,15-1151,detailed,42600.0
Computer Systems Analysts,15-1121,detailed,83830.0
Computer Programmers,15-1131,detailed,65850.0
Network and Computer Systems Administrators,15-1142,detailed,71630.0
Computer User Support Specialists,15-1151,detailed,34080.0
"Computer Occupations, All Other",15-1199,detailed,80140.0
Computer Systems Analysts,15-1121,detailed,65350.0
Information Security Analysts,15-1122,detailed,78780.0
"Software Developers, Applications",15-1132,detailed,70050.0
"Software Developers, Systems Software",15-1133,detailed,77610.0
Database Administrators,15-1141,detailed,75340.0
Network and Computer Systems Administrators,15-1142,detailed,77810.0
Computer User Support Specialists,15-1151,detailed,44370.0
Computer Network Support Specialists,15-1152,detailed,53170.0
Network and Computer Systems Administrators,15-1142,detailed,57750.0
Computer User Support Specialists,15-1151,detailed,39210.0
Computer Systems Analysts,15-1121,detailed,74900.0
Information Security Analysts,15-1122,detailed,77160.0
Computer Programmers,15-1131,detailed,67860.0
"Software Developers, Applications",15-1132,detailed,91910.0
"Software Developers, Systems Software",15-1133,detailed,109390.0
Web Developers,15-1134,detailed,47700.0
Database Administrators,15-1141,detailed,73700.0
Network and Computer Systems Administrators,15-1142,detailed,69900.0
Computer Network Architects,15-1143,detailed,58870.0
Computer User Support Specialists,15-1151,detailed,44150.0
Computer Network Support Specialists,15-1152,detailed,48000.0
"Computer Occupations, All Other",15-1199,detailed,77720.0
Operations Research Analysts,15-2031,detailed,82750.0
Computer Systems Analysts,15-1121,detailed,76890.0
Network and Computer Systems Administrators,15-1142,detailed,52640.0
Computer User Support Specialists,15-1151,detailed,47080.0
Computer Network Support Specialists,15-1152,detailed,50500.0
"Computer Occupations, All Other",15-1199,detailed,67930.0
Computer Systems Analysts,15-1121,detailed,59900.0
Computer Programmers,15-1131,detailed,53420.0
"Software Developers, Applications",15-1132,detailed,71510.0
"Software Developers, Systems Software",15-1133,detailed,84220.0
Web Developers,15-1134,detailed,57270.0
Network and Computer Systems Administrators,15-1142,detailed,66310.0
Computer User Support Specialists,15-1151,detailed,35480.0
Computer Network Support Specialists,15-1152,detailed,46810.0
"Computer Occupations, All Other",15-1199,detailed,34030.0
Computer and Information Research Scientists,15-1111,detailed,84950.0
Computer Systems Analysts,15-1121,detailed,79050.0
Information Security Analysts,15-1122,detailed,79990.0
Computer Programmers,15-1131,detailed,73030.0
"Software Developers, Applications",15-1132,detailed,96340.0
"Software Developers, Systems Software",15-1133,detailed,92750.0
Web Developers,15-1134,detailed,43370.0
Database Administrators,15-1141,detailed,95290.0
Network and Computer Systems Administrators,15-1142,detailed,85270.0
Computer User Support Specialists,15-1151,detailed,52350.0
Computer Network Support Specialists,15-1152,detailed,70530.0
"Computer Occupations, All Other",15-1199,detailed,85800.0
Operations Research Analysts,15-2031,detailed,87120.0
Statisticians,15-2041,detailed,98900.0
Computer Systems Analysts,15-1121,detailed,79060.0
Information Security Analysts,15-1122,detailed,77100.0
Computer Programmers,15-1131,detailed,81550.0
"Software Developers, Applications",15-1132,detailed,95150.0
"Software Developers, Systems Software",15-1133,detailed,98620.0
Web Developers,15-1134,detailed,60100.0
Database Administrators,15-1141,detailed,87560.0
Network and Computer Systems Administrators,15-1142,detailed,69900.0
Computer Network Architects,15-1143,detailed,97000.0
Computer User Support Specialists,15-1151,detailed,39320.0
Computer Network Support Specialists,15-1152,detailed,50370.0
"Computer Occupations, All Other",15-1199,detailed,67440.0
Operations Research Analysts,15-2031,detailed,73950.0
Computer Systems Analysts,15-1121,detailed,71040.0
Computer Programmers,15-1131,detailed,88090.0
"Software Developers, Applications",15-1132,detailed,61530.0
"Software Developers, Systems Software",15-1133,detailed,56000.0
Web Developers,15-1134,detailed,58010.0
Network and Computer Systems Administrators,15-1142,detailed,64990.0
Computer User Support Specialists,15-1151,detailed,33830.0
"Computer Occupations, All Other",15-1199,detailed,53190.0
Computer and Information Research Scientists,15-1111,detailed,62040.0
Computer Systems Analysts,15-1121,detailed,75510.0
Information Security Analysts,15-1122,detailed,78960.0
Computer Programmers,15-1131,detailed,79010.0
"Software Developers, Applications",15-1132,detailed,95240.0
"Software Developers, Systems Software",15-1133,detailed,103680.0
Web Developers,15-1134,detailed,67690.0
Database Administrators,15-1141,detailed,97330.0
Network and Computer Systems Administrators,15-1142,detailed,80720.0
Computer Network Architects,15-1143,detailed,103490.0
